uid,labname,numTrials,timestamp
user_13,laba05,2,2020-05-02 19:33:14.599051
user_13,laba05,3,2020-05-02 19:39:52.513910
user_13,laba05,4,2020-05-02 19:40:23.337141
user_13,laba05,5,2020-05-02 19:44:11.544811
user_13,laba05,6,2020-05-02 20:03:44.111768
user_13,laba05,7,2020-05-02 20:06:43.418075
user_13,laba05,8,2020-05-02 20:07:34.452441
user_13,laba05,9,2020-05-02 20:55:12.132613
user_2,laba05,1,2020-05-02 23:02:25.504978
user_2,laba05,2,2020-05-02 23:07:27.852183
user_2,laba05,3,2020-05-02 23:10:35.833404
user_2,laba05,4,2020-05-02 23:13:47.208952
user_2,laba05,5,2020-05-02 23:18:42.038033
user_2,laba05,6,2020-05-02 23:22:16.883548
user_6,laba05,1,2020-05-02 23:22:22.599308
user_2,laba05,7,2020-05-02 23:41:11.127450
user_2,laba05,8,2020-05-02 23:42:30.370438
user_12,laba05,1,2020-05-03 08:39:25.174316
user_12,laba05,2,2020-05-03 08:42:46.754751
user_12,laba05,3,2020-05-03 08:47:33.210783
user_12,laba05,4,2020-05-03 08:49:52.151516
user_12,laba05,5,2020-05-03 08:52:30.160185
user_14,code_rvw,17,2020-05-03 08:55:57.814519
user_14,code_rvw,18,2020-05-03 08:55:59.870289
user_12,laba05,6,2020-05-03 09:13:38.419734
user_12,laba05,7,2020-05-03 09:21:31.626882
user_12,laba05,8,2020-05-03 09:39:02.998318
user_22,project1,1,2020-05-03 09:40:17.997045
user_12,laba05,9,2020-05-03 09:43:52.418688
user_12,laba05,10,2020-05-03 09:54:46.395353
user_12,laba05,11,2020-05-03 10:04:36.471005
user_12,laba05,12,2020-05-03 10:10:12.114753
user_12,laba05,13,2020-05-03 10:20:54.711853
user_12,laba05,14,2020-05-03 10:24:05.391951
user_12,laba05,15,2020-05-03 10:57:06.350907
user_12,laba05,16,2020-05-03 11:00:51.317397
user_12,laba05,17,2020-05-03 11:12:43.846509
user_12,laba05,18,2020-05-03 11:22:44.332024
user_4,lab05s,1,2020-05-03 11:23:37.318696
user_12,laba05,19,2020-05-03 11:24:10.600666
user_12,laba05,20,2020-05-03 11:32:32.059416
user_12,laba05,21,2020-05-03 11:41:46.919428
user_24,lab05s,1,2020-05-03 12:17:12.113972
user_4,lab05s,2,2020-05-03 12:21:27.782685
user_12,laba05,22,2020-05-03 12:23:41.261027
user_30,lab05s,1,2020-05-03 12:27:10.100749
user_12,laba05,23,2020-05-03 12:35:39.461669
user_12,laba05,24,2020-05-03 12:37:36.197088
user_30,lab05s,2,2020-05-03 12:41:38.269917
user_12,laba05,25,2020-05-03 12:52:48.014415
user_18,laba05,1,2020-05-03 13:01:34.848756
user_12,laba05,26,2020-05-03 13:02:08.765278
user_12,laba05,27,2020-05-03 13:12:44.923788
user_12,laba05,28,2020-05-03 13:21:45.973512
user_4,project1,28,2020-05-03 13:32:25.579905
user_4,project1,29,2020-05-03 13:36:56.596956
user_12,laba05,29,2020-05-03 13:52:24.270275
user_4,project1,30,2020-05-03 13:54:52.035196
user_4,project1,31,2020-05-03 13:57:35.941160
user_4,project1,32,2020-05-03 13:59:58.032459
user_12,laba05,30,2020-05-03 14:05:26.030812
user_12,laba05,31,2020-05-03 14:13:26.200154
user_30,project1,3,2020-05-03 14:19:58.622276
user_12,laba05,32,2020-05-03 14:21:36.643579
user_12,laba05,33,2020-05-03 14:23:30.827629
user_4,project1,33,2020-05-03 14:25:36.354880
user_4,project1,34,2020-05-03 14:31:15.526566
user_4,project1,35,2020-05-03 14:32:41.411456
user_30,project1,4,2020-05-03 14:37:08.736970
user_27,laba05,1,2020-05-03 14:49:57.614638
user_27,laba05,2,2020-05-03 15:01:01.811682
user_27,laba05,3,2020-05-03 15:03:08.767795
user_27,laba05,4,2020-05-03 15:08:48.557817
user_27,laba05,5,2020-05-03 15:09:37.332951
user_19,laba04,46,2020-05-03 15:47:20.828524
user_20,lab05s,1,2020-05-03 15:58:01.300283
user_31,code_rvw,2,2020-05-03 18:24:14.151165
user_31,code_rvw,3,2020-05-03 18:24:34.941060
user_31,code_rvw,4,2020-05-03 18:27:48.117849
user_3,lab05s,2,2020-05-03 18:33:28.469930
user_30,code_rvw,3,2020-05-03 18:44:45.384361
user_25,lab05s,2,2020-05-03 18:49:07.819773
user_28,code_rvw,10,2020-05-03 18:51:22.302345
user_15,lab05s,2,2020-05-03 18:52:47.059914
user_21,code_rvw,6,2020-05-03 18:54:11.114953
user_15,code_rvw,6,2020-05-03 19:00:19.129601
user_15,code_rvw,7,2020-05-03 19:01:28.103349
user_15,code_rvw,8,2020-05-03 19:04:18.934670
user_4,lab05s,2,2020-05-03 19:13:36.289921
user_2,lab05s,1,2020-05-03 19:25:50.255387
user_2,lab05s,2,2020-05-03 19:26:45.643100
user_8,code_rvw,17,2020-05-03 19:42:59.216829
user_8,lab05s,2,2020-05-03 19:45:06.248580
user_19,lab05s,2,2020-05-03 20:03:10.522711
user_19,code_rvw,2,2020-05-03 20:06:11.254556
user_4,code_rvw,9,2020-05-03 20:13:02.874224
user_19,code_rvw,3,2020-05-03 20:13:59.132436
user_25,code_rvw,13,2020-05-03 20:21:19.880544
user_1,lab05s,1,2020-05-03 20:27:06.316718
user_1,lab05s,2,2020-05-03 20:27:26.508284
user_1,lab05s,3,2020-05-03 20:28:47.978177
user_1,lab05s,4,2020-05-03 20:31:14.765052
user_1,lab05s,5,2020-05-03 20:31:25.907881
user_1,lab05s,6,2020-05-03 20:33:26.557446
user_1,lab05s,7,2020-05-03 20:33:37.787403
user_1,lab05s,8,2020-05-03 20:37:15.081142
user_20,lab05s,2,2020-05-03 20:38:40.280097
user_20,code_rvw,3,2020-05-03 20:38:59.530694
user_1,lab05s,9,2020-05-03 20:39:11.612888
user_20,lab05s,3,2020-05-03 20:40:19.917977
user_1,code_rvw,9,2020-05-03 20:45:20.379244
user_1,lab05s,2,2020-05-03 20:45:59.429395
user_11,laba05,1,2020-05-03 21:06:55.970293
user_11,laba05,2,2020-05-03 21:08:27.522175
user_11,laba05,3,2020-05-03 21:18:20.033487
user_11,laba05,4,2020-05-03 21:18:25.613286
user_11,project1,1,2020-05-03 23:45:33.673409
user_30,project1,5,2020-05-04 08:12:17.805617
user_14,code_rvw,19,2020-05-04 08:31:38.500068
user_31,lab05s,2,2020-05-04 09:15:57.032274
user_17,code_rvw,11,2020-05-04 10:03:42.282223
user_17,code_rvw,12,2020-05-04 10:03:56.910465
user_17,code_rvw,13,2020-05-04 10:08:08.903251
user_4,project1,36,2020-05-04 12:33:56.686728
user_4,project1,37,2020-05-04 12:35:33.082093
user_4,project1,38,2020-05-04 12:41:56.825192
user_4,project1,39,2020-05-04 12:45:33.882590
user_4,project1,40,2020-05-04 12:49:36.544064
user_4,project1,41,2020-05-04 13:38:27.884119
user_4,project1,42,2020-05-04 14:06:57.553534
user_4,project1,43,2020-05-04 14:08:21.691498
user_4,project1,44,2020-05-04 14:18:54.224688
user_4,project1,45,2020-05-04 14:28:53.469073
user_4,project1,46,2020-05-04 14:57:12.725343
user_4,project1,47,2020-05-04 14:58:38.346497
user_4,project1,48,2020-05-04 15:16:28.714984
user_26,lab05s,2,2020-05-05 08:12:04.595422
user_2,project1,1,2020-05-05 09:11:34.305155
user_2,project1,2,2020-05-05 09:18:50.305160
user_2,project1,3,2020-05-05 09:20:10.634344
user_2,project1,4,2020-05-05 09:38:05.208410
user_2,project1,5,2020-05-05 09:42:55.751044
user_2,project1,6,2020-05-05 09:46:42.375621
user_2,project1,7,2020-05-05 09:56:59.045105
user_2,project1,8,2020-05-05 10:00:50.697869
user_2,project1,9,2020-05-05 10:05:56.562869
user_2,project1,10,2020-05-05 10:06:22.028127
user_24,laba06,1,2020-05-05 10:11:44.894588
user_2,project1,11,2020-05-05 10:12:16.915929
user_2,project1,12,2020-05-05 10:15:11.661058
user_2,project1,13,2020-05-05 10:18:34.817476
user_2,project1,14,2020-05-05 10:20:15.335830
user_2,project1,15,2020-05-05 10:21:14.830652
user_2,project1,16,2020-05-05 10:22:53.032737
user_2,project1,17,2020-05-05 10:26:26.489860
user_2,project1,18,2020-05-05 10:29:53.684575
user_2,project1,19,2020-05-05 10:30:30.042049
user_2,project1,20,2020-05-05 10:31:27.121438
user_2,project1,21,2020-05-05 10:33:41.731426
user_2,project1,22,2020-05-05 10:36:27.974148
user_2,project1,23,2020-05-05 10:37:04.995798
user_2,project1,24,2020-05-05 10:38:48.292932
user_2,project1,25,2020-05-05 10:41:41.690041
user_2,project1,26,2020-05-05 10:47:19.329744
user_2,project1,27,2020-05-05 10:48:16.013684
user_2,project1,28,2020-05-05 10:48:53.306216
user_2,project1,29,2020-05-05 11:36:01.057379
user_2,project1,30,2020-05-05 11:36:54.747086
user_2,project1,31,2020-05-05 11:38:45.641799
user_2,project1,32,2020-05-05 11:40:03.086289
user_2,project1,33,2020-05-05 11:40:42.400258
user_2,project1,34,2020-05-05 11:41:54.334393
user_2,project1,35,2020-05-05 11:43:52.982845
user_2,project1,36,2020-05-05 11:50:32.407613
user_2,project1,37,2020-05-05 11:53:23.547357
user_2,project1,38,2020-05-05 11:55:22.440469
user_2,project1,39,2020-05-05 11:58:20.178673
user_2,project1,40,2020-05-05 11:59:31.199897
user_2,project1,41,2020-05-05 12:00:31.191683
user_2,project1,42,2020-05-05 12:01:27.051094
user_2,project1,43,2020-05-05 12:02:15.921601
user_2,project1,44,2020-05-05 12:02:49.489809
user_2,project1,45,2020-05-05 12:04:26.260572
user_2,project1,46,2020-05-05 12:14:44.554805
user_2,project1,47,2020-05-05 12:36:25.726506
user_2,project1,48,2020-05-05 12:38:23.346539
user_4,project1,49,2020-05-05 12:38:36.803616
user_2,project1,49,2020-05-05 12:40:15.964746
user_2,project1,50,2020-05-05 12:46:44.645926
user_2,project1,51,2020-05-05 12:49:36.003011
user_2,project1,52,2020-05-05 12:52:38.051580
user_2,project1,53,2020-05-05 12:55:55.089647
user_2,project1,54,2020-05-05 12:56:32.026683
user_24,laba06s,1,2020-05-05 13:14:34.980330
user_24,laba06s,2,2020-05-05 13:19:43.212691
user_24,laba06s,3,2020-05-05 13:23:42.892360
user_24,laba06s,4,2020-05-05 13:34:14.173130
user_4,project1,50,2020-05-05 13:34:35.632541
user_24,laba06s,5,2020-05-05 13:49:46.144409
user_24,laba06s,6,2020-05-05 13:53:04.709472
user_24,laba06s,7,2020-05-05 13:58:12.683763
user_2,project1,55,2020-05-05 14:39:22.854583
user_4,project1,51,2020-05-05 15:42:14.613883
user_4,project1,52,2020-05-05 15:44:45.310373
user_4,project1,53,2020-05-05 15:52:53.190665
user_2,project1,56,2020-05-05 20:29:26.746521
user_14,project1,1,2020-05-05 21:35:43.554986
user_2,project1,57,2020-05-05 22:11:29.731692
user_2,project1,58,2020-05-06 07:24:22.264868
user_4,project1,54,2020-05-07 10:41:29.235349
user_4,project1,55,2020-05-07 10:47:03.805634
user_4,project1,56,2020-05-07 10:48:07.647500
user_4,project1,57,2020-05-07 10:54:29.360022
user_4,project1,58,2020-05-07 11:08:56.621011
user_4,project1,59,2020-05-07 11:11:16.187017
user_4,project1,60,2020-05-07 11:12:34.077395
user_4,project1,61,2020-05-07 12:49:28.327631
user_31,project1,1,2020-05-07 14:13:06.522558
user_30,project1,6,2020-05-07 14:51:08.269176
user_30,project1,7,2020-05-07 15:12:57.621015
user_30,project1,8,2020-05-07 15:17:02.059206
user_30,project1,9,2020-05-07 15:20:06.933685
user_30,project1,10,2020-05-07 15:27:43.508245
user_30,project1,11,2020-05-07 15:30:25.804582
user_30,project1,12,2020-05-07 17:12:27.726705
user_4,project1,62,2020-05-07 20:38:18.383387
user_4,project1,63,2020-05-07 20:46:15.511323
user_3,project1,1,2020-05-07 21:02:52.885133
user_4,project1,64,2020-05-07 21:13:53.020272
user_4,project1,65,2020-05-07 21:23:29.192756
user_4,project1,66,2020-05-07 21:31:02.043365
user_4,project1,67,2020-05-07 21:35:11.861185
user_4,project1,68,2020-05-07 21:37:04.107974
user_4,project1,69,2020-05-07 21:40:11.718405
user_4,project1,70,2020-05-07 21:55:43.618597
user_4,project1,71,2020-05-07 21:59:47.522759
user_25,project1,1,2020-05-08 11:10:28.100852
user_25,project1,2,2020-05-08 11:55:55.950222
user_3,project1,2,2020-05-08 15:28:04.548429
user_3,project1,3,2020-05-08 15:32:36.465523
user_3,project1,4,2020-05-08 15:40:14.213767
user_3,project1,5,2020-05-08 15:40:39.893645
user_3,project1,6,2020-05-08 15:44:35.171036
user_3,project1,7,2020-05-08 15:51:27.753331
user_3,project1,8,2020-05-08 16:03:13.774615
user_3,project1,9,2020-05-08 16:04:50.836532
user_3,project1,10,2020-05-08 16:40:41.114474
user_3,project1,11,2020-05-08 16:52:04.036727
user_3,project1,12,2020-05-08 16:52:11.859327
user_3,project1,13,2020-05-08 16:53:21.400836
user_3,project1,14,2020-05-08 17:05:06.920546
user_3,project1,15,2020-05-08 17:07:36.564677
user_3,project1,16,2020-05-08 17:08:31.557353
user_3,project1,17,2020-05-08 17:22:16.476459
user_3,project1,18,2020-05-08 17:40:10.402466
user_3,project1,19,2020-05-08 17:41:28.893625
user_3,project1,20,2020-05-08 17:42:28.383945
user_3,project1,21,2020-05-08 17:43:38.064059
user_3,project1,22,2020-05-08 17:49:16.753320
user_3,project1,23,2020-05-08 18:02:27.628846
user_3,project1,24,2020-05-08 18:59:32.726615
user_3,project1,25,2020-05-08 19:03:49.176404
user_3,project1,26,2020-05-08 19:04:59.487977
user_3,project1,27,2020-05-08 19:06:19.168776
user_3,project1,28,2020-05-08 19:10:43.914134
user_4,project1,72,2020-05-08 20:14:07.094255
user_4,project1,73,2020-05-08 20:16:46.673100
user_4,project1,74,2020-05-08 20:23:49.278114
user_4,project1,75,2020-05-08 20:32:09.779544
user_4,project1,76,2020-05-08 20:35:58.005613
user_4,project1,77,2020-05-08 20:38:14.838272
user_4,project1,78,2020-05-08 20:40:14.915674
user_4,project1,79,2020-05-08 20:43:47.834698
user_4,project1,80,2020-05-08 20:45:49.243839
user_25,project1,3,2020-05-08 20:55:15.447604
user_25,project1,4,2020-05-08 21:22:12.517647
user_4,project1,81,2020-05-08 21:51:22.617530
user_4,project1,82,2020-05-08 21:53:27.100445
user_4,project1,83,2020-05-08 21:55:45.158723
user_25,project1,5,2020-05-08 22:01:11.389542
user_25,project1,6,2020-05-09 12:10:49.730917
user_31,project1,2,2020-05-09 14:48:08.929697
user_31,project1,3,2020-05-09 14:48:20.530216
user_14,project1,2,2020-05-09 14:50:10.430711
user_3,project1,29,2020-05-09 14:51:01.541237
user_31,project1,4,2020-05-09 15:05:49.292202
user_25,project1,7,2020-05-09 18:27:31.563406
user_25,project1,8,2020-05-09 18:55:45.840682
user_25,project1,9,2020-05-09 19:03:43.545941
user_25,project1,10,2020-05-09 19:06:06.646631
user_25,project1,11,2020-05-09 20:05:05.175369
user_25,project1,12,2020-05-09 20:53:26.057377
user_14,project1,3,2020-05-09 21:13:48.922733
user_25,project1,13,2020-05-09 21:17:04.930469
user_25,project1,14,2020-05-09 21:25:26.047128
user_14,project1,4,2020-05-09 21:25:27.084039
user_25,project1,15,2020-05-09 21:27:06.264888
user_25,project1,16,2020-05-09 21:31:50.885552
user_25,project1,17,2020-05-09 21:42:32.758667
user_25,project1,18,2020-05-09 22:10:36.726871
user_25,project1,19,2020-05-09 22:13:14.414262
user_14,project1,5,2020-05-09 22:13:54.080293
user_25,project1,20,2020-05-09 22:15:03.708287
user_25,project1,21,2020-05-09 22:16:47.317166
user_25,project1,22,2020-05-09 22:17:48.528539
user_25,project1,23,2020-05-09 22:19:08.128175
user_25,project1,24,2020-05-09 22:22:42.980833
user_14,project1,6,2020-05-09 22:26:28.686896
user_25,project1,25,2020-05-09 22:26:47.238720
user_25,project1,26,2020-05-09 22:29:06.271102
user_14,project1,7,2020-05-09 22:30:33.922449
user_25,project1,27,2020-05-09 22:30:35.721527
user_14,project1,8,2020-05-09 22:35:29.588474
user_14,project1,9,2020-05-09 22:46:49.828057
user_14,project1,10,2020-05-09 22:51:04.017913
user_14,project1,11,2020-05-09 22:54:42.070822
user_14,project1,12,2020-05-09 22:56:36.312602
user_14,project1,13,2020-05-09 23:05:49.709477
user_14,project1,14,2020-05-09 23:12:55.390755
user_14,project1,15,2020-05-09 23:22:25.702581
user_14,project1,16,2020-05-09 23:38:43.890557
user_14,project1,17,2020-05-09 23:43:56.813888
user_14,project1,18,2020-05-09 23:49:54.821888
user_14,project1,19,2020-05-10 00:01:15.389331
user_14,project1,20,2020-05-10 01:09:08.355575
user_14,project1,21,2020-05-10 01:15:38.970639
user_14,project1,22,2020-05-10 01:31:30.875010
user_14,project1,23,2020-05-10 09:16:59.685230
user_26,project1,1,2020-05-10 12:54:08.820888
user_26,project1,2,2020-05-10 13:00:16.669801
user_26,project1,3,2020-05-10 13:02:04.673777
user_26,project1,4,2020-05-10 13:04:32.870054
user_26,project1,5,2020-05-10 13:15:22.246057
user_26,project1,6,2020-05-10 13:17:14.422888
user_26,project1,7,2020-05-10 13:17:41.130551
user_26,project1,8,2020-05-10 13:18:05.601416
user_26,project1,9,2020-05-10 13:18:23.114407
user_26,project1,10,2020-05-10 13:19:36.619165
user_26,project1,11,2020-05-10 13:20:25.046807
user_26,project1,12,2020-05-10 13:23:49.727910
user_26,project1,13,2020-05-10 13:31:10.549118
user_26,project1,14,2020-05-10 13:35:26.174632
user_26,project1,15,2020-05-10 13:35:58.590732
user_26,project1,16,2020-05-10 13:39:42.217340
user_26,project1,17,2020-05-10 13:43:42.987767
user_26,project1,18,2020-05-10 13:45:30.246161
user_30,project1,13,2020-05-10 13:50:25.930227
user_26,project1,19,2020-05-10 13:51:05.057274
user_26,project1,20,2020-05-10 13:52:52.469625
user_30,project1,14,2020-05-10 13:53:03.261591
user_26,project1,21,2020-05-10 13:54:35.205998
user_26,project1,22,2020-05-10 13:56:04.130089
user_28,code_rvw,11,2020-05-10 13:59:29.296399
user_29,code_rvw,10,2020-05-10 14:00:23.090503
user_30,project1,15,2020-05-10 14:04:06.567784
user_30,project1,16,2020-05-10 14:09:39.277544
user_30,project1,17,2020-05-10 14:13:55.441257
user_26,project1,23,2020-05-10 14:48:00.946244
user_26,project1,24,2020-05-10 14:49:40.692658
user_2,project1,59,2020-05-10 14:51:49.999064
user_26,project1,25,2020-05-10 14:56:30.272419
user_2,project1,60,2020-05-10 14:56:45.047666
user_26,project1,26,2020-05-10 15:05:29.742610
user_2,project1,61,2020-05-10 15:06:07.821487
user_26,project1,27,2020-05-10 15:07:07.189713
user_26,project1,28,2020-05-10 15:08:47.556901
user_26,project1,29,2020-05-10 15:09:12.607167
user_2,project1,62,2020-05-10 15:11:09.097956
user_26,project1,30,2020-05-10 15:20:22.594691
user_21,project1,1,2020-05-10 15:21:05.442755
user_21,project1,2,2020-05-10 15:23:32.923207
user_26,project1,31,2020-05-10 15:26:19.460505
user_14,project1,24,2020-05-10 15:35:52.207832
user_26,project1,32,2020-05-10 15:39:16.514727
user_14,project1,25,2020-05-10 15:47:11.965801
user_3,project1,30,2020-05-10 15:49:21.177905
user_21,project1,3,2020-05-10 16:12:40.682550
user_21,project1,4,2020-05-10 16:12:43.692346
user_26,project1,33,2020-05-10 16:28:03.914608
user_21,project1,5,2020-05-10 16:30:04.250618
user_26,project1,34,2020-05-10 16:30:20.004353
user_21,project1,6,2020-05-10 16:32:29.636519
user_26,project1,35,2020-05-10 16:33:32.295764
user_21,project1,7,2020-05-10 16:41:30.062149
user_30,code_rvw,4,2020-05-10 17:02:54.053056
user_3,project1,31,2020-05-10 17:55:37.215643
user_25,code_rvw,14,2020-05-10 19:24:56.476700
user_4,code_rvw,10,2020-05-10 19:29:54.797816
user_20,lab05s,2,2020-05-10 19:34:57.789828
user_25,project1,28,2020-05-10 19:43:56.190414
user_8,code_rvw,18,2020-05-10 19:56:10.756730
user_10,code_rvw,5,2020-05-10 19:56:13.592684
user_8,code_rvw,19,2020-05-10 19:57:56.915832
user_20,code_rvw,4,2020-05-10 20:13:57.883423
user_15,code_rvw,9,2020-05-10 20:44:52.626178
user_25,project1,29,2020-05-10 22:05:12.684912
user_17,code_rvw,14,2020-05-11 08:12:41.922369
user_18,project1,1,2020-05-11 10:10:04.166881
user_3,project1,32,2020-05-11 12:40:15.471163
user_3,project1,33,2020-05-11 12:44:01.989479
user_3,project1,34,2020-05-11 12:46:39.729316
user_25,project1,30,2020-05-11 13:54:34.144714
user_18,project1,2,2020-05-11 14:04:14.877082
user_18,project1,3,2020-05-11 14:08:08.392793
user_18,project1,4,2020-05-11 14:12:25.322995
user_18,project1,5,2020-05-11 14:17:42.247751
user_25,project1,31,2020-05-11 14:17:54.304785
user_18,project1,6,2020-05-11 14:22:00.520715
user_18,project1,7,2020-05-11 14:29:06.844613
user_20,project1,1,2020-05-11 16:23:35.041906
user_20,project1,2,2020-05-11 16:26:49.389266
user_20,project1,3,2020-05-11 16:32:28.395217
user_20,project1,4,2020-05-11 16:44:01.103532
user_20,project1,5,2020-05-11 16:46:20.885534
user_20,project1,6,2020-05-11 16:50:00.086808
user_20,project1,7,2020-05-11 16:52:11.468089
user_20,project1,8,2020-05-11 16:53:49.563069
user_31,project1,5,2020-05-11 16:54:15.533222
user_20,project1,9,2020-05-11 17:02:15.405921
user_20,project1,10,2020-05-11 17:02:24.288997
user_31,project1,6,2020-05-11 17:23:45.313302
user_4,project1,84,2020-05-11 17:28:46.170057
user_20,project1,11,2020-05-11 17:40:57.784964
user_2,project1,63,2020-05-11 17:45:38.149470
user_2,project1,64,2020-05-11 17:50:36.200038
user_2,project1,65,2020-05-11 17:54:29.171807
user_29,project1,1,2020-05-11 17:57:37.768081
user_29,project1,2,2020-05-11 18:04:09.832742
user_29,project1,3,2020-05-11 18:11:00.409780
user_3,project1,35,2020-05-11 18:15:02.293119
user_3,project1,36,2020-05-11 18:17:28.978220
user_29,project1,4,2020-05-11 18:18:22.754034
user_3,project1,37,2020-05-11 18:19:11.640803
user_3,project1,38,2020-05-11 18:21:05.973468
user_3,project1,39,2020-05-11 18:22:55.722647
user_13,project1,1,2020-05-11 18:24:03.615259
user_3,project1,40,2020-05-11 18:24:57.794248
user_3,project1,41,2020-05-11 18:29:51.722183
user_3,project1,42,2020-05-11 18:32:00.896888
user_13,project1,2,2020-05-11 18:32:49.393779
user_3,project1,43,2020-05-11 18:35:16.832878
user_3,project1,44,2020-05-11 18:38:22.974874
user_29,project1,5,2020-05-11 18:43:47.877635
user_3,project1,45,2020-05-11 19:23:48.774951
user_14,project1,26,2020-05-11 19:26:38.940280
user_3,project1,46,2020-05-11 19:27:29.268361
user_3,project1,47,2020-05-11 19:31:06.857615
user_3,project1,48,2020-05-11 19:34:24.138761
user_14,project1,27,2020-05-11 19:35:20.809604
user_3,project1,49,2020-05-11 19:36:54.501602
user_3,project1,50,2020-05-11 19:41:49.378679
user_14,project1,28,2020-05-11 19:46:43.806416
user_3,project1,51,2020-05-11 19:48:53.752635
user_3,project1,52,2020-05-11 19:54:02.817754
user_14,project1,29,2020-05-11 19:54:30.589843
user_14,project1,30,2020-05-11 20:00:08.749244
user_2,project1,66,2020-05-11 20:03:15.116985
user_14,project1,31,2020-05-11 20:06:04.976788
user_14,project1,32,2020-05-11 20:13:03.215410
user_2,project1,67,2020-05-11 20:15:32.517252
user_2,project1,68,2020-05-11 20:16:43.826736
user_3,project1,53,2020-05-11 20:19:41.942835
user_14,project1,33,2020-05-11 20:31:09.672533
user_3,project1,54,2020-05-11 20:31:49.113435
user_14,project1,34,2020-05-11 20:37:48.914112
user_14,project1,35,2020-05-11 20:40:05.405272
user_14,project1,36,2020-05-11 20:46:44.121567
user_14,project1,37,2020-05-11 20:51:38.230353
user_14,project1,38,2020-05-11 20:54:31.505359
user_2,project1,69,2020-05-11 20:57:33.947173
user_14,project1,39,2020-05-11 20:57:55.585148
user_2,project1,70,2020-05-11 20:59:33.197190
user_25,project1,32,2020-05-11 21:01:42.229219
user_14,project1,40,2020-05-11 21:02:17.919766
user_2,project1,71,2020-05-11 21:04:04.647525
user_14,project1,41,2020-05-11 21:04:41.321787
user_2,project1,72,2020-05-11 21:06:17.574523
user_2,project1,73,2020-05-11 21:08:38.640892
user_14,project1,42,2020-05-11 21:08:51.077296
user_2,project1,74,2020-05-11 21:11:02.380597
user_14,project1,43,2020-05-11 21:16:26.487509
user_14,project1,44,2020-05-11 21:19:41.050848
user_25,project1,33,2020-05-11 21:21:31.872978
user_14,project1,45,2020-05-11 21:24:23.564605
user_14,project1,46,2020-05-11 21:25:58.223929
user_14,project1,47,2020-05-11 21:31:00.556667
user_14,project1,48,2020-05-11 21:33:02.046674
user_14,project1,49,2020-05-11 21:35:10.236078
user_4,project1,85,2020-05-11 22:52:51.314739
user_4,project1,86,2020-05-11 23:05:29.674074
user_4,project1,87,2020-05-11 23:32:37.340845
user_13,project1,3,2020-05-12 06:52:21.730314
user_13,project1,4,2020-05-12 07:00:29.077672
user_13,project1,5,2020-05-12 07:05:24.292622
user_13,project1,6,2020-05-12 07:07:16.040026
user_13,project1,7,2020-05-12 07:10:13.333013
user_13,project1,8,2020-05-12 07:16:34.331621
user_13,project1,9,2020-05-12 07:23:17.573122
user_13,project1,10,2020-05-12 07:42:40.377141
user_13,project1,11,2020-05-12 07:51:29.457465
user_13,project1,12,2020-05-12 07:57:25.418560
user_13,project1,13,2020-05-12 08:10:31.902132
user_13,project1,14,2020-05-12 08:22:47.468667
user_13,project1,15,2020-05-12 08:25:20.166126
user_13,project1,16,2020-05-12 08:28:10.504575
user_13,project1,17,2020-05-12 08:29:37.728219
user_13,project1,18,2020-05-12 09:06:43.405667
user_13,project1,19,2020-05-12 09:11:16.005702
user_13,project1,20,2020-05-12 09:11:36.205024
user_13,project1,21,2020-05-12 09:14:09.764915
user_13,project1,22,2020-05-12 09:40:54.689796
user_25,project1,34,2020-05-12 10:00:36.482983
user_13,project1,23,2020-05-12 10:04:59.370014
user_13,project1,24,2020-05-12 10:07:05.066289
user_25,project1,35,2020-05-12 10:07:37.584983
user_25,project1,36,2020-05-12 10:09:42.902096
user_13,project1,25,2020-05-12 10:15:02.627366
user_13,project1,26,2020-05-12 11:17:57.656267
user_13,project1,27,2020-05-12 11:31:31.822509
user_13,project1,28,2020-05-12 12:20:37.186146
user_25,project1,37,2020-05-12 14:15:48.884761
user_25,project1,38,2020-05-12 14:31:43.640940
user_4,project1,88,2020-05-12 14:37:35.190440
user_28,project1,1,2020-05-12 14:42:19.166414
user_28,project1,2,2020-05-12 14:52:13.991641
user_16,project1,2,2020-05-12 14:53:08.958929
user_16,project1,3,2020-05-12 14:53:15.673051
user_16,laba05,1,2020-05-12 14:53:38.326235
user_4,project1,89,2020-05-12 14:59:32.596045
user_4,project1,90,2020-05-12 15:09:43.668026
user_25,project1,39,2020-05-12 15:13:47.609337
user_4,project1,91,2020-05-12 15:35:34.261488
user_25,project1,40,2020-05-12 15:45:26.214620
user_13,project1,29,2020-05-12 15:48:48.834199
user_14,project1,50,2020-05-12 16:29:39.657119
user_17,project1,2,2020-05-12 16:32:51.962008
user_17,project1,3,2020-05-12 16:32:55.742275
user_14,project1,51,2020-05-12 16:32:59.418468
user_4,project1,92,2020-05-12 16:37:24.737262
user_4,project1,93,2020-05-12 16:47:55.034410
user_14,project1,52,2020-05-12 16:49:24.978853
user_14,project1,53,2020-05-12 16:52:36.637315
user_14,project1,54,2020-05-12 16:54:50.608722
user_2,project1,75,2020-05-12 16:55:59.837014
user_4,project1,94,2020-05-12 16:58:15.234952
user_14,project1,55,2020-05-12 16:58:42.797899
user_14,project1,56,2020-05-12 17:00:56.829624
user_14,project1,57,2020-05-12 17:03:08.734128
user_14,project1,58,2020-05-12 17:05:36.659504
user_14,project1,59,2020-05-12 17:07:08.749656
