CarNumber,Refund,Fines,Make,Model,Year
T686EO197RUS,1,1000.0,Toyota,Camry,1993
9943OH154RUS,1,400.0,Skoda,Octavia,1985
Y354O8197RUS,1,10800.0,Ford,Focus,2002
7065C8197RUS,1,3800.0,Volkswagen,Passat,1994
E28777161RUS,1,800.0,Ford,Focus,2015
M701T9152RUS,2,3000.0,Ford,Focus,1981
E577HE77RUS,2,12000.0,Ford,Focus,1993
92788M178RUS,1,1200.0,Ford,Focus,1980
9072EM178RUS,2,4400.0,Ford,Focus,2006
9409H7178RUS,1,3000.0,Skoda,Octavia,2001
C3829X154RUS,2,13500.0,Ford,Focus,1998
T478KX197RUS,2,7500.0,Ford,Focus,1996
T119CT96RUS,1,2000.0,Ford,Focus,2014
X795O796RUS,1,1000.0,Ford,Focus,1996
708487163RUS,1,1000.0,Ford,Focus,1984
H983HY161RUS,1,500.0,Ford,Focus,1999
7842C8197RUS,1,6000.0,Ford,Focus,2009
O64097197RUS,2,8594.5864661654,Ford,Focus,2000
Y693HM197RUS,2,6500.0,BMW,,2018
96857X197RUS,1,37800.0,Skoda,Octavia,2015
7177TT36RUS,1,500.0,Ford,Focus,2019
9428EX178RUS,1,500.0,Ford,Focus,1993
84438C154RUS,2,7600.0,Ford,Focus,2010
Y7689C197RUS,2,9000.0,Ford,Focus,2012
H427YH197RUS,1,9900.0,Volkswagen,Passat,1998
T394KX197RUS,2,1500.0,Ford,Focus,2017
O49897197RUS,2,11800.0,Ford,Focus,1986
H963X936RUS,1,1800.0,Skoda,Octavia,1982
T341CC96RUS,2,1000.0,Volkswagen,Passat,1999
9942KK197RUS,2,6200.0,Ford,Focus,2011
9141H8178RUS,1,300.0,Skoda,Octavia,2014
9942KK197RUS,2,3100.0,Ford,Focus,2008
7370C8197RUS,2,5000.0,Ford,Focus,2008
9890HX152RUS,2,9200.0,Ford,Focus,1992
9409H7178RUS,1,6000.0,Skoda,Octavia,1993
M268CH197RUS,1,800.0,Toyota,Camry,1996
Y780EE197RUS,1,2300.0,Volkswagen,Golf,2015
Y388E877RUS,2,9500.0,Ford,Focus,1995
C419X938RUS,1,1100.0,Ford,Focus,1995
M0319X197RUS,2,4500.0,Ford,Focus,1996
M577CH197RUS,2,17000.0,Ford,Focus,2007
7361C8197RUS,1,8594.5864661654,Ford,Focus,1992
H975HY161RUS,1,2000.0,Ford,Focus,2013
X018HY197RUS,2,10600.0,Toyota,Camry,2019
E33177152RUS,2,7100.0,Ford,Focus,1986
X256HE161RUS,2,1600.0,Ford,Focus,1993
Y7689C197RUS,2,45000.0,Ford,Focus,1982
7788KT197RUS,2,4000.0,Ford,Focus,1988
9491H7178RUS,1,500.0,Volkswagen,Jetta,2003
M374CH197RUS,1,5500.0,Ford,Focus,2002
96679X178RUS,2,2400.0,Ford,Focus,2013
9594HY161RUS,1,300.0,Ford,Focus,1989
83218C154RUS,1,100.0,Ford,Focus,1999
9764HY161RUS,1,800.0,Ford,Focus,2012
708187163RUS,1,1000.0,Ford,Focus,1980
H908YK197RUS,1,4800.0,Ford,Focus,1984
H004MH197RUS,2,19800.0,Ford,Focus,1992
92788M178RUS,1,300.0,Ford,Focus,1988
Y656E8750RUS,1,8594.5864661654,Skoda,Octavia,1994
9679EC178RUS,1,500.0,Ford,Focus,2000
O017KO197RUS,1,1600.0,Ford,Focus,1999
H957HY161RUS,1,1000.0,Ford,Focus,2000
X286TC36RUS,1,500.0,Ford,Focus,2012
C803KE163RUS,1,1000.0,Volkswagen,Jetta,1998
Y7379Y50RUS,2,2000.0,Ford,Focus,2000
X320MK197RUS,1,7500.0,Ford,Focus,2018
C476M7161RUS,2,500.0,Ford,Focus,2007
H844YH197RUS,1,1000.0,Ford,Focus,2002
96907X197RUS,2,3000.0,BMW,,2012
Y650E8750RUS,1,1000.0,Skoda,Octavia,1990
H235YH197RUS,2,5100.0,Skoda,Octavia,1982
9474EX178RUS,1,500.0,Ford,Focus,2004
Y8259C197RUS,1,1500.0,Ford,Focus,2013
E29577161RUS,1,500.0,Ford,Focus,2005
X761HY197RUS,2,18300.0,Ford,Focus,1999
H387TM197RUS,1,8594.5864661654,Volkswagen,Passat,2003
T396KX197RUS,2,10300.0,Ford,Focus,2017
C593EY154RUS,1,1000.0,Ford,Focus,2016
Y164O8161RUS,1,800.0,Ford,Focus,1992
M942OT152RUS,1,2000.0,Ford,Focus,1981
T476KX197RUS,2,4500.0,Ford,Focus,2013
H889YK197RUS,2,21200.0,Ford,Focus,1994
Y7429Y50RUS,2,2000.0,Ford,Focus,1991
H976HY161RUS,2,2200.0,Ford,Focus,2006
C410X938RUS,2,2200.0,Ford,Focus,1990
Y195O8161RUS,1,100.0,Ford,Focus,1988
O669E8197RUS,1,18000.0,Ford,Focus,2008
Y187O8161RUS,2,400.0,Ford,Focus,1985
K329T8197RUS,2,13000.0,Skoda,Octavia,1992
96659X178RUS,1,900.0,Ford,Focus,2000
7842C8197RUS,2,12000.0,Ford,Focus,1997
O275O7161RUS,1,8300.0,Ford,Focus,1988
9677MO178RUS,1,2200.0,Ford,Mondeo,2008
H957HY161RUS,1,8594.5864661654,Ford,Focus,1991
M0279X197RUS,2,36000.0,Ford,Focus,1987
9939KK197RUS,1,1600.0,Ford,Focus,1982
Y8399C197RUS,1,600.0,Ford,Focus,1982
M373CH197RUS,2,6600.0,Ford,Focus,2004
7164YM36RUS,2,18800.0,Ford,Focus,1988
7843C8197RUS,2,4100.0,Ford,Focus,2019
O753MX161RUS,2,700.0,Ford,Focus,1989
9468EX178RUS,2,2000.0,Ford,Focus,1996
T395KX197RUS,2,7600.0,Ford,Focus,2000
T6488M116RUS,2,21000.0,Ford,Focus,2004
7361C8197RUS,1,800.0,Ford,Focus,2001
98047H178RUS,1,500.0,Ford,Focus,2016
8316XX154RUS,1,1100.0,Ford,Focus,1990
O752MX161RUS,2,2600.0,Ford,Focus,1996
8234XX154RUS,2,2600.0,Ford,Focus,1990
9488EY178RUS,2,1300.0,Ford,Focus,1992
96857X197RUS,2,18900.0,Skoda,Octavia,1989
O481OH77RUS,2,1000.0,Toyota,Camry,1995
K326T8197RUS,1,100.0,Volkswagen,Passat,2016
90159H178RUS,1,8594.5864661654,Volkswagen,Passat,1990
9469EX178RUS,1,4200.0,Ford,Focus,1989
X796TH96RUS,1,500.0,Ford,Focus,2009
9499KX178RUS,1,4600.0,Ford,Focus,1989
Y358O8197RUS,2,21800.0,Ford,Focus,2013
C420X938RUS,2,3300.0,Ford,Focus,2003
Y965O8197RUS,2,1600.0,Ford,Focus,2017
96429X178RUS,2,1300.0,Ford,Focus,2013
Y274O8197RUS,2,10700.0,Ford,Focus,1981
Y358O8197RUS,1,43600.0,Ford,Focus,1992
E223YM197RUS,2,19500.0,Ford,Focus,2018
E42277152RUS,2,5300.0,Ford,Focus,2003
E34877152RUS,2,36600.0,Ford,Focus,1984
Y964EE197RUS,2,8594.5864661654,Ford,Focus,1982
T6049O50RUS,2,15000.0,Ford,Focus,2016
8601XX154RUS,1,3900.0,Skoda,Octavia,2007
H259HY161RUS,1,900.0,Toyota,Corolla,1999
T940CC96RUS,1,500.0,Ford,Focus,1984
T288CT96RUS,1,1500.0,Ford,Focus,1990
Y6839Y50RUS,1,1500.0,Ford,Focus,2013
Y344E877RUS,1,1000.0,Ford,Focus,2014
K889HY161RUS,2,46200.0,Ford,Mondeo,2016
H214X836RUS,1,8000.0,Ford,Focus,1994
T399KX197RUS,2,15300.0,Ford,Focus,1994
O421OT161RUS,1,1200.0,Skoda,Octavia,2008
H232YH197RUS,1,8594.5864661654,Ford,Focus,1998
7360C8197RUS,2,9600.0,Ford,Focus,1983
T6418M116RUS,1,49200.0,Ford,Focus,1995
7248C8197RUS,2,34400.0,Ford,Mondeo,2012
Y194O8161RUS,2,900.0,Ford,Focus,1994
9881HX152RUS,2,20600.0,Ford,Focus,2005
T6359O50RUS,2,13500.0,Ford,Focus,1993
E29677161RUS,2,6000.0,Ford,Focus,1999
T020MM116RUS,2,3000.0,Skoda,Octavia,2004
C798ET50RUS,1,5000.0,Ford,Focus,2012
Y7719C197RUS,2,4600.0,Ford,Focus,1986
9502XX38RUS,1,3000.0,Skoda,Octavia,2007
8521XX154RUS,1,1000.0,Ford,Focus,1997
Y273O8197RUS,2,26300.0,Ford,Focus,1982
M580CH197RUS,2,47500.0,Ford,Focus,2008
K376HE161RUS,1,100.0,Ford,Focus,2015
7193TT36RUS,2,3300.0,Ford,Focus,2012
O785T9163RUS,1,500.0,Ford,Focus,2005
H618YC38RUS,1,300.0,Volkswagen,Golf,2007
Y7689C197RUS,1,36000.0,Ford,Focus,2007
M592CH197RUS,1,3500.0,Skoda,Octavia,2013
Y352O8197RUS,2,77700.0,Ford,Focus,2008
9068EM178RUS,1,600.0,Ford,Focus,2006
7783KT197RUS,1,6000.0,Ford,Focus,2007
Y305E877RUS,2,2500.0,Ford,Focus,2004
E881OT197RUS,2,5500.0,Skoda,Octavia,2019
Y8259C197RUS,2,3000.0,Ford,Focus,2000
Y969O8197RUS,2,7800.0,Ford,Focus,1992
92928M178RUS,2,3000.0,Ford,Focus,2017
O718MM163RUS,2,7000.0,Ford,Focus,2003
Y7129Y50RUS,1,8594.5864661654,Ford,Focus,1986
9975CC77RUS,2,7000.0,Ford,Focus,1993
C592EY154RUS,1,2000.0,Ford,Focus,2007
T195OK161RUS,1,6700.0,Ford,Mondeo,1993
Y966O8197RUS,2,20800.0,Ford,Focus,1986
T914CT197RUS,2,7200.0,Toyota,Camry,1983
E41977152RUS,2,2400.0,Ford,Focus,1989
T171CC96RUS,1,1000.0,Ford,Focus,1987
9464EX178RUS,2,2100.0,Ford,Focus,1988
O50197197RUS,2,7800.0,Ford,Focus,1992
7608EE777RUS,1,4000.0,Skoda,Octavia,2000
X583HE161RUS,1,3000.0,Ford,Focus,1984
Y7229Y50RUS,2,2500.0,Ford,Focus,1982
M6977E152RUS,1,500.0,Ford,Focus,1996
K2797K154RUS,1,800.0,Ford,Focus,2011
8325M7154RUS,1,1000.0,Ford,Focus,1987
Y192O8161RUS,2,300.0,Ford,Focus,1999
7784KT197RUS,1,6600.0,Ford,Focus,1989
96599X178RUS,1,500.0,Ford,Focus,1990
X760HY197RUS,1,10100.0,Ford,Focus,2002
Y358O8197RUS,2,10900.0,Ford,Focus,2010
H966HY161RUS,1,500.0,Ford,Focus,2013
9938KK197RUS,2,28500.0,Ford,Focus,1993
98087H178RUS,1,8594.5864661654,Ford,Focus,1999
K2807K154RUS,1,500.0,Ford,Focus,2001
H977HY161RUS,1,600.0,Ford,Focus,1996
7367C8197RUS,1,6000.0,Ford,Focus,1993
9137X938RUS,1,1600.0,Ford,Focus,1986
Y356O8197RUS,2,15300.0,Ford,Focus,2013
9398MM199RUS,1,300.0,Volkswagen,Passat,2010
8436XX154RUS,1,2400.0,Ford,Focus,2006
8180XX154RUS,2,1400.0,Ford,Focus,1991
E53477152RUS,1,7200.0,Ford,Focus,2008
O718MM163RUS,2,3500.0,Ford,Focus,1994
9677MO178RUS,1,1100.0,Ford,Mondeo,2009
9498KX178RUS,1,4000.0,Ford,Focus,2000
K436MO152RUS,2,3000.0,Ford,Focus,2005
7194TT36RUS,2,2300.0,Ford,Focus,2002
7364C8197RUS,2,4500.0,Ford,Focus,2011
O136HO197RUS,2,7800.0,Toyota,Corolla,1999
O68897197RUS,2,12300.0,Ford,Focus,1995
O718MM163RUS,2,8594.5864661654,Ford,Focus,1993
7065C8197RUS,2,11400.0,Volkswagen,Passat,1987
O22097197RUS,1,24300.0,Ford,Focus,2017
Y163O8161RUS,2,1600.0,Ford,Focus,1980
M0309X197RUS,1,22300.0,Ford,Focus,1998
O673E8197RUS,2,600.0,Ford,Focus,1985
8610T8154RUS,1,2000.0,Ford,Focus,1995
H419XE197RUS,2,8594.5864661654,Toyota,Corolla,2011
M0299X197RUS,7,23050.50016763567,Ford,Focus,1985
83298C154RUS,8,5116.098235691664,Ford,Focus,1986
H957HY161RUS,3,7463.991031702067,Ford,Focus,2010
T941CC96RUS,4,15556.377149579086,Ford,Focus,2006
H966HY161RUS,1,6778.409599514475,Ford,Focus,2000
Y655E8750RUS,6,7253.037128460111,Skoda,Octavia,1988
C410X938RUS,4,7269.818098226485,Ford,Focus,2019
7781KT197RUS,2,27205.27302453326,Ford,Focus,1994
97968K152RUS,7,28119.92578474301,Ford,Focus,1999
H837YK197RUS,6,5641.633228567456,Audi,,1989
X320MK197RUS,5,2726.537378278082,Ford,Focus,2015
96907X197RUS,8,9833.216694683397,BMW,,2012
C798ET50RUS,8,10398.449390940645,Ford,Focus,2007
8441XX154RUS,6,11647.951447004696,Ford,Focus,1983
8180XX154RUS,1,3604.1822495849365,Ford,Focus,1999
9402KK197RUS,4,24893.65350954407,Toyota,Camry,2018
7840C8197RUS,6,12756.725242829345,Ford,Focus,2005
7788KT197RUS,8,21584.63345424221,Ford,Focus,1987
E41577152RUS,4,8935.846349776597,Ford,Focus,2009
Y352O8197RUS,5,11969.890666060583,Ford,Focus,1989
8321XX154RUS,5,2955.7389932017863,Ford,Focus,1989
H976HY161RUS,1,13044.799680581638,Ford,Focus,1981
K2797K154RUS,9,29601.97231576332,Ford,Focus,2005
Y302E877RUS,6,5614.792440062461,Ford,Focus,2013
K2797K154RUS,3,13645.848776134126,Ford,Focus,1980
92918M178RUS,2,13560.166886080977,Ford,Focus,1992
89557X197RUS,8,21672.532121072003,Toyota,Camry,1995
8316XX154RUS,1,5563.676891418193,Ford,Focus,2007
96659X178RUS,4,10256.548928675084,Ford,Focus,1991
H259HY161RUS,7,11463.281114407077,Toyota,Corolla,2016
X782CO96RUS,6,19314.14509182166,Ford,Focus,2016
H232YH197RUS,2,12203.930195738178,Ford,Focus,1990
T288CT96RUS,3,2929.5899772487787,Ford,Focus,2015
Y7129Y50RUS,3,10911.864904939386,Ford,Focus,2011
T171CC96RUS,2,7022.77112224259,Ford,Focus,1983
H906YK197RUS,2,28890.185394525317,Ford,Focus,2008
E160YX77RUS,1,25421.68259117632,Ford,Focus,1992
E816HE77RUS,8,5017.1907520603345,Ford,Focus,1992
Y8259C197RUS,8,23284.974779701377,Ford,Focus,2004
H115YO163RUS,1,12486.230810080295,Ford,Focus,2010
8437XX154RUS,7,8134.039104428449,Ford,Focus,1988
H961HY161RUS,4,25343.102250206186,Ford,Focus,1982
H237YH197RUS,8,5285.4586504528315,Ford,Focus,2000
T6459O50RUS,3,25461.42346256332,Ford,Focus,2013
M268CH197RUS,2,29584.58914142566,Toyota,Camry,1994
T6049O50RUS,7,11285.3083549266,Ford,Focus,2003
C420X938RUS,5,3322.313599562439,Ford,Focus,1996
C3829X154RUS,3,14490.4036516803,Ford,Focus,2016
O22397197RUS,2,22590.5970963827,Ford,Focus,1999
E52677152RUS,5,5840.800514825503,Ford,Focus,2007
C584EY154RUS,4,62.20119883004638,Ford,Focus,2013
7828C8197RUS,8,8458.574140156736,Ford,Focus,1991
7183TT36RUS,7,9385.243575748007,Ford,Focus,2017
O718MM163RUS,5,6944.2713131109695,Ford,Focus,2004
X256HE161RUS,3,3487.5368803317074,Ford,Focus,2018
E160YX77RUS,5,1516.3681915056804,Ford,Focus,1990
7840C8197RUS,6,11394.115572879691,Ford,Focus,2008
X286TC36RUS,9,7827.470755446405,Ford,Focus,2019
T6428M116RUS,7,23573.285460557217,Ford,Focus,1995
Y7689C197RUS,9,21992.648308142485,Ford,Focus,1980
H618YC38RUS,7,23662.270684673596,Volkswagen,Golf,2003
O49797197RUS,1,24853.04768660477,Ford,Focus,2015
H419XE197RUS,9,23678.79227940194,Toyota,Corolla,1987
H971HY161RUS,3,5154.066194192796,Ford,Focus,1992
H957HY161RUS,3,1995.5330221847,Ford,Focus,2016
T6449O50RUS,1,6459.6262983882225,Ford,Focus,2007
9499KX178RUS,6,16817.770415272662,Ford,Focus,1997
T394KX197RUS,2,21020.534828480508,Ford,Focus,2009
Y344E877RUS,7,9245.878923649778,Ford,Focus,2000
O77997197RUS,5,6198.06199999681,Ford,Focus,2017
O02397197RUS,5,22676.130309483513,Volkswagen,Jetta,2004
98087H178RUS,7,2414.1372609165237,Ford,Focus,2002
O68897197RUS,5,4096.463649307276,Ford,Focus,1987
Y359EY197RUS,7,21954.192811840494,Skoda,Octavia,1999
O143HO197RUS,2,3274.6543542239183,Toyota,Corolla,2012
Y7379Y50RUS,2,29695.053885530142,Ford,Focus,1982
Y8399C197RUS,4,28856.04096653827,Ford,Focus,2007
9072EM178RUS,1,2405.103952803204,Ford,Focus,1981
T6488M116RUS,7,21978.24314884985,Ford,Focus,2002
9881HX152RUS,6,20819.68611531513,Ford,Focus,1998
Y973O8197RUS,2,25882.484347946076,Ford,Focus,1987
E394MO152RUS,5,28536.812539142036,Ford,Focus,1988
X504X8197RUS,5,24852.54003408216,Skoda,Octavia,2017
H214X836RUS,2,22148.55059190321,Ford,Focus,2018
T535ET96RUS,2,17054.085867723767,Ford,Focus,2013
C477M7161RUS,6,15468.483197693153,Ford,Focus,1987
E53488152RUS,8,537.5714080941884,Ford,Focus,1994
K2797K154RUS,9,29359.467978982808,Ford,Focus,1993
E948C8152RUS,7,18690.028883142113,Ford,Focus,1980
Y316E877RUS,6,17574.52765573101,Ford,Focus,1993
O719MM163RUS,1,1631.474543084428,Ford,Focus,2019
7843C8197RUS,8,8222.458116089883,Ford,Focus,1989
7368C8197RUS,5,2881.6754727796156,Ford,Focus,1996
96679X178RUS,5,26961.932302710055,Ford,Focus,1993
96857X197RUS,1,20318.12654162354,Skoda,Octavia,2001
M256OH161RUS,3,9573.657472437228,Ford,Focus,2015
M372CH197RUS,2,5645.36022041672,Ford,Focus,2010
7844C8197RUS,5,23395.676092918253,Ford,Focus,1991
H387TM197RUS,1,10568.276537075568,Volkswagen,Passat,1997
Y166O8161RUS,9,15787.599099188066,Ford,Focus,1980
705787163RUS,1,14761.4016352312,Ford,Focus,2014
7197TT36RUS,3,13850.334519499644,Ford,Focus,2009
84418C154RUS,8,20101.164613756697,Ford,Focus,1986
H385TM197RUS,4,28321.783617300473,Volkswagen,Passat,2002
E28877161RUS,5,16148.961954949536,Ford,Focus,1993
Y653E8750RUS,8,28589.39863096547,Skoda,Octavia,1980
Y969O8197RUS,4,2212.6718912588926,Ford,Focus,1980
Y969O8197RUS,2,6258.073407016523,Ford,Focus,1994
7361C8197RUS,1,5479.287610042032,Ford,Focus,2017
Y038TO197RUS,3,25101.92033025021,Toyota,Corolla,2018
7066C8197RUS,5,23027.9517892004,Volkswagen,Passat,2002
T769OT197RUS,1,2977.9918116596427,Volkswagen,Golf,1987
O22297197RUS,1,20829.914372021052,Ford,Focus,1989
7788KT197RUS,4,28122.94656740535,Ford,Focus,2011
H115YO163RUS,6,10247.71712475924,Ford,Focus,1984
E552MO152RUS,2,27743.075147616277,Ford,Focus,2014
O83597197RUS,2,8165.006988735713,Ford,Focus,2010
M592CH197RUS,7,18144.753206115736,Skoda,Octavia,2006
X762HY197RUS,4,6575.814782720395,Ford,Focus,1998
M577CH197RUS,4,23327.526326357478,Ford,Focus,2009
9182CE154RUS,4,18074.259253949404,Ford,Focus,1990
K339T8197RUS,6,10786.37438837034,Ford,Focus,2000
Y973O8197RUS,6,3374.8090389705585,Ford,Focus,1999
9428EX178RUS,1,13257.645789469998,Ford,Focus,1995
X4128H125RUS,7,16872.60314894439,Ford,Focus,1981
X256HE161RUS,2,22320.483431112018,Ford,Focus,2013
7842C8197RUS,2,5604.971365311002,Ford,Focus,2003
O753MX161RUS,4,17440.52845313432,Ford,Focus,1994
T6559O50RUS,7,25092.183398981055,Ford,Focus,1992
Y356O8197RUS,1,3253.1761643527802,Ford,Focus,1998
X759HY197RUS,7,1895.1809575358702,Ford,Focus,2001
H217X836RUS,8,1334.0846193408572,Ford,Focus,2014
Y654E8750RUS,2,1617.9470853473688,Skoda,Octavia,1994
98017H178RUS,9,12306.839613328853,Ford,Focus,2017
7183TT36RUS,6,11047.787903548937,Ford,Focus,2016
O22097197RUS,1,16022.50754206467,Ford,Focus,1982
H387TM197RUS,4,18772.958740210557,Volkswagen,Passat,1992
E42577152RUS,6,16539.2230430705,Ford,Focus,2019
Y275O8197RUS,3,2741.3405819051795,Ford,Focus,2011
9683EC178RUS,1,16551.371310274542,Ford,Focus,2008
M374CH197RUS,2,25695.95005590604,Ford,Focus,1995
9943OH154RUS,3,20566.664065471818,Skoda,Octavia,1982
K327T8197RUS,4,24509.40542691976,Volkswagen,Golf,2013
X767HY197RUS,8,2627.602303592255,Ford,Focus,2004
T686EO197RUS,6,12718.4338346284,Toyota,Camry,2014
7831C8197RUS,1,19334.713840184937,Ford,Focus,1994
9020YC197RUS,2,22576.667756166047,Skoda,Octavia,2008
7369C8197RUS,7,8695.756624462785,Ford,Focus,2014
O77997197RUS,9,25647.79850156654,Ford,Focus,1984
7788KT197RUS,3,23645.361271932674,Ford,Focus,2014
Y234E877RUS,8,13625.550313787897,Ford,Focus,2005
O6939X163RUS,4,12706.599677703423,Ford,Focus,1985
7364C8197RUS,1,8528.779469511486,Ford,Focus,1993
9408H7178RUS,1,18747.682819888774,Skoda,Octavia,1998
E40577152RUS,3,23682.67749637815,Ford,Focus,2010
K328T8197RUS,2,10254.455692189416,Volkswagen,Golf,1995
9683EC178RUS,8,8648.915901404003,Ford,Focus,2005
8439XX154RUS,2,8594.088287903294,Ford,Focus,1999
X583HE161RUS,3,18700.171144171843,Ford,Focus,1993
X795O796RUS,7,8313.98585916618,Ford,Focus,1988
H427YH197RUS,1,4916.098154167725,Volkswagen,Passat,1993
Y780EE197RUS,6,24915.667988212153,Volkswagen,Golf,1987
9697MO178RUS,3,19274.737651829073,Volkswagen,Golf,2018
9939KK197RUS,8,4555.818697428648,Ford,Focus,1997
T018OX197RUS,8,24037.914806519722,Toyota,Corolla,2002
7830C8197RUS,5,8992.325609122547,Ford,Focus,1990
E53677152RUS,7,4712.010540243626,Ford,Focus,1982
Y164O8161RUS,8,1477.5221435746478,Ford,Focus,1985
T6419O50RUS,7,27594.419923602814,Ford,Focus,1985
X765HY197RUS,9,1066.5330240009096,Ford,Focus,1983
X423MK197RUS,2,9339.461540982746,Ford,Focus,1988
7826C8197RUS,2,14337.911090806052,Ford,Focus,1996
E223YM197RUS,4,14084.86240024289,Ford,Focus,1981
H977HY161RUS,9,3369.0948653160713,Ford,Focus,1983
8603T8154RUS,7,27558.690331612055,Ford,Focus,2004
98047H178RUS,3,29213.924213200866,Ford,Focus,1984
X522OM161RUS,2,17686.38437803854,Ford,Focus,1982
O136HO197RUS,8,24105.837604342574,Toyota,Corolla,1991
7089H8163RUS,8,732.2223404016293,Toyota,Corolla,1999
O718MM163RUS,7,2941.700666637306,Ford,Focus,2018
7608EE777RUS,8,8872.462432498316,Skoda,Octavia,1991
T171CC96RUS,9,13043.02040768185,Ford,Focus,2017
E822TH36RUS,6,9571.153811037231,Ford,Focus,2002
H115YO163RUS,2,27005.922096231912,Ford,Focus,2015
7365C8197RUS,3,3202.0849873055836,Ford,Focus,2018
C299K9154RUS,4,15832.384025704574,Ford,Focus,2015
M2169X197RUS,2,28802.38540340974,Ford,Focus,2011
Y7659C197RUS,4,29849.675547681454,Ford,Focus,1990
E396MO152RUS,1,23141.227445503177,Ford,Focus,2017
O22297197RUS,1,4727.82118975271,Ford,Focus,2001
7364C8197RUS,7,1004.7069677098063,Ford,Focus,2008
Y192O8161RUS,3,5195.766120331945,Ford,Focus,2013
H220X836RUS,8,13242.519276321265,Ford,Focus,1994
T483CT96RUS,4,5797.311755982867,Ford,Focus,1997
X257HE161RUS,9,18897.89027479405,Ford,Focus,2012
8182XX154RUS,2,14253.340993960028,Ford,Focus,1981
X796TH96RUS,2,3888.2605542327674,Ford,Focus,1992
T011MY163RUS,4,7061.168679666073,Ford,Focus,2007
T341CC96RUS,3,17518.263130084153,Volkswagen,Passat,2005
T119CT96RUS,4,7124.576254753287,Ford,Focus,1997
X008RUS,2,5224.2,Toyota,Camry,2014
1111RUS,1,14.2,Toyota,Camry,2014
5AAA9RUS,3,512524.2,Toyota,Camry,2014
566RUS,2,124.2,Toyota,Camry,2014
A9999RUS,1,3334.2,Toyota,Camry,2014
